A,B,C,D,E,F,Z
3.993300067,2.964696817,2.426336233,7.390687462,4.575238339,0.732429383,6
6.096387945,8.280295056,0.930603823,4.834182395,6.541283652,5.601184161,4
5.298858112,4.9912438,2.621939485,6.968031685,0.826570384,5.139756463,6
2.57286565,6.794108739,9.21727608,9.644114709,1.935987775,9.600114618,6
8.044777615,9.639736648,9.080045905,4.37114488,3.854191784,9.400618818,3
5.622896053,9.210220732,0.007978014,0.88422961,4.27129963,4.277946491,1
7.118498211,0.798648914,8.158272919,6.23741587,4.271226417,2.764047199,6
4.714351196,2.250232592,1.197302508,0.131692515,6.535205656,0.00873458,1
6.160880216,1.399560401,5.199255004,8.540875425,4.975326794,5.421357733,6
4.836248726,4.70308436,0.874758712,3.871124903,6.297301317,4.331590116,2
3.549067214,8.311219761,6.117593534,7.572478019,6.05631393,8.63770846,6
9.34577134,1.172026287,2.668035765,5.052891478,6.194174767,7.412253653,4
2.050615002,5.184652729,9.291369754,0.206528985,6.960692,2.940765506,1
7.666223057,8.042811631,1.784590851,7.584593593,0.343270263,3.524959087,6
5.358262803,8.561056591,8.520860903,3.554272773,2.495628332,4.654139641,2
4.572381685,7.724202387,5.232530804,9.226231064,5.741338488,6.857740468,6
1.297723801,7.566402032,0.722610678,7.248741806,2.839871943,8.51622279,6
0.803612694,5.451492833,1.93838032,1.210496584,4.232315993,2.261714165,1
5.55959891,4.87097409,4.588534193,1.051345754,6.99913644,2.903072813,1
6.648654088,7.404769213,7.918063167,4.510329646,9.72872179,3.884248378,4
7.547497032,6.72952224,5.700678966,0.568172034,7.249145631,1.785635625,1
7.340429575,3.298178387,4.553200068,6.404911563,8.909308396,8.864577235,6
5.897384292,6.360443131,1.971970575,2.463023838,5.652573207,1.400623179,1
5.58103527,7.320785696,7.05781737,2.076326344,9.189440158,2.126902969,1
2.643207805,0.210122709,6.216565459,3.896557171,1.900828302,4.378900197,2
2.779227186,7.223623375,1.275091271,8.534600597,0.646193163,3.143514384,6
2.13395975,9.389236981,3.573676913,7.483255183,5.634841481,2.120190791,6
4.41612889,3.562226545,3.599588901,4.166213692,4.15782949,8.678630474,2
8.830445083,2.812400054,3.627418378,9.767033098,5.711746784,8.117683311,6
9.490518311,8.902718473,5.65551185,8.324246439,0.526928847,4.944714489,6
1.493312238,3.557597029,5.663314629,5.985962839,7.033060703,9.54184637,6
3.010602712,7.09627417,8.495997169,5.914741789,7.021061711,1.956643569,6
6.179802248,5.799512792,6.208991897,2.864062146,5.901215413,1.826924676,1
3.312402346,7.465205398,1.719071695,8.270486727,5.511960637,8.089993707,6
9.391357442,5.64327877,0.046506008,4.177859544,3.491400264,8.086592794,2
2.450356615,8.13746891,3.035611112,9.498152111,0.203056959,6.111571593,6
8.147436099,5.345837692,0.798880789,6.411760479,1.772927143,3.48278288,6
8.853368775,4.153419129,4.791873158,9.584464694,5.222976408,9.650784029,6
2.712709078,0.6523135,5.742199575,6.04899754,1.4549358,4.065354953,6
9.543440774,9.477481949,8.069863603,0.891085672,1.243689998,9.498068301,1
0.488344738,3.872567514,0.731476381,6.333481724,3.922024179,7.291979669,6
4.020715561,5.523221733,4.013044426,6.697113609,0.108975625,4.581349794,6
6.208264988,2.673867461,7.831603576,1.622771571,6.669797391,1.461622335,1
4.741369989,8.33015022,1.414620806,0.40627653,7.185097086,7.12769195,1
4.512662588,4.249095568,9.125168765,0.945168191,6.770938753,2.183176153,1
1.985858831,3.543953456,0.015008824,2.50846347,4.472593829,1.95038743,1
1.705808838,6.664931049,7.189172625,6.382481916,0.804989911,6.488950646,6
2.10317343,6.165984881,8.369793888,3.402027565,7.81875756,3.53301361,2
6.100023122,4.183564785,1.719485004,9.352623557,8.677131971,1.341851882,6
2.958126876,1.364926333,5.988175446,5.057304161,7.684334305,4.742120456,4
1.030311593,8.685402713,6.991906566,5.20279155,0.879402891,2.485286816,4
1.987633991,3.022772498,7.160940273,2.948356846,9.24483092,1.164296885,2
0.42058493,3.303856356,2.685712984,7.454373809,8.098231409,1.760720966,6
6.591370357,6.890156157,6.367833156,2.474731608,5.885622159,0.649681245,1
2.750887559,3.211258745,2.548144497,0.467990481,0.165395706,1.440698462,1
5.371355754,1.423461595,2.589655986,6.472712819,1.967474585,0.468307568,6
0.083796948,2.217601246,6.65311633,0.257930411,4.169398147,9.842602619,1
5.523588419,4.705493194,7.346297576,5.082799581,4.09685336,4.638449133,4
0.084796189,2.835627994,9.228509648,3.13794315,8.533487342,9.516208793,2
6.816429428,5.133553517,9.775836726,1.54979509,4.941381078,9.355164274,1
7.545262893,8.411693705,0.27867871,0.865775242,2.0969195,0.452238369,1
3.507796,7.935228334,1.699123584,5.258859768,9.631057563,5.308511864,5
4.113913747,2.033080603,9.12624861,0.625335802,3.382590411,2.506774249,1
5.263404579,6.052725234,9.0057963,4.786730739,7.872823958,4.815675568,4
1.54612566,8.484082712,5.178045001,6.843249707,3.204543268,2.978811426,6
4.377199888,1.038504845,0.4147268,9.032423823,2.671815205,4.916722464,6
6.35181295,3.11339365,4.098507068,3.972614548,7.318632268,3.187523538,2
4.591546289,4.099641366,1.37820061,6.373828072,5.358991233,6.872810415,6
0.305078999,5.584684292,5.044658306,2.732589217,5.036147873,5.017392237,1
3.350366631,6.280229096,5.567554891,5.868945708,1.09852075,2.521913928,6
1.954883813,7.326813293,5.481196461,3.883690184,5.43910557,9.594716683,2
9.289341373,9.839796957,6.005517487,7.941027518,5.164284557,5.438831338,6
5.811583138,4.75992878,7.306822701,1.579269566,3.245536357,6.248765629,1
9.685046217,6.605509236,3.788851814,0.581494114,6.648303716,6.16049932,1
7.54956033,2.756127361,2.791263586,2.244750703,1.877012383,6.266953965,1
3.502026754,8.875632715,7.396680011,1.182379249,0.028561624,0.101963652,1
5.153857312,5.837869807,3.246008321,8.755126142,5.901062091,2.932127114,6
7.644770981,8.450197933,3.412375002,4.352437408,6.311157083,0.342094462,3
4.181682507,2.995733143,2.684422652,3.738587559,4.745299199,3.588665986,2
9.779632271,6.706789438,5.612539902,8.072255892,1.188608292,7.117305554,6
6.432220014,7.514922613,4.190518811,7.311985436,2.66149283,1.548933021,6
6.946146581,7.964853967,0.052231632,5.263692291,1.935613946,1.370782753,4
0.230547191,7.278866039,5.989518418,2.848251866,9.207388051,7.179806738,2
6.729295478,8.270469237,6.070913397,3.114987056,0.69100883,8.020201872,2
0.815532377,7.084659879,1.548428418,2.337596011,7.446290432,5.35944484,1
1.557514068,3.433695682,7.846743942,8.438640865,8.972265903,2.377140034,6
0.809508212,6.24959781,3.120594251,6.109232824,7.021972848,4.41460731,6
3.77454905,5.872272885,3.309832832,8.62920623,0.613927487,7.408820662,6
5.164549726,8.58920594,1.390635124,2.473481256,1.563151727,8.930883093,1
7.378402565,3.546605306,1.189728132,8.863147701,1.966280815,2.418254871,6
2.001733972,1.684403379,5.684913782,7.555035545,1.183535633,0.727601409,6
4.755411702,2.423466851,4.431950617,9.177132692,7.938021412,8.636478279,6
7.853265891,2.156491889,8.569401963,1.652106517,4.288995768,5.154504948,1
8.100323337,4.802010443,6.144814499,3.531843293,7.383765222,3.400408923,2
1.723777969,4.473161246,2.856355439,8.267530776,0.699798853,6.106646443,6
7.613673371,6.321658391,7.303203244,7.28768403,0.973416793,1.358803822,6
9.570141,5.862353907,0.860511532,0.842740751,7.333922989,7.92245642,1
9.232831197,9.642847752,4.896346751,7.085213502,1.020866394,8.808417362,6
0.156396139,8.393733581,6.378413496,5.636008162,0.345996232,7.03204493,5
6.673139932,8.989713609,1.715596457,4.675269847,1.128630492,8.51010209,3
5.380366629,0.734405489,3.870028307,2.6393846,8.188531502,4.309595669,1
9.351157207,6.884155148,6.133341049,9.07228305,7.575864226,4.928073989,6
6.174085633,0.58929375,8.537769319,1.522785629,1.972263654,8.76505305,1
4.736607359,2.016787087,7.383329157,7.855298688,3.428841241,6.55798439,6
0.591245488,8.845542672,0.858399624,5.698140058,7.243095764,0.688127906,6
3.249029515,5.827336708,4.748390615,0.034311075,3.370864995,3.080675119,1
0.795489862,6.352854598,3.847113715,4.174694845,7.014237947,3.990268619,3
5.441434581,2.072527667,4.79678262,7.181732196,0.451746837,8.723136743,6
2.660879699,0.437987013,5.892147205,2.02898862,4.687334939,1.329372061,1
3.891665854,9.358694949,8.653067653,4.241409199,8.286048908,8.051126884,3
8.113967501,9.351512962,2.747579273,5.482667274,6.196243381,4.186325038,5
2.985758815,1.610189551,9.503031813,4.136421818,2.008996379,1.467926307,2
5.298999328,6.854990148,9.639892301,9.238220599,5.732736938,7.582543947,6
8.65784786,5.339334178,2.348090138,4.747094829,3.37578698,3.195726313,3
7.42854246,0.193540013,9.885516336,1.365205485,9.857152185,7.271865844,1
4.039974483,6.534416964,6.296126427,3.902475899,4.186261205,9.289394974,2
1.357244113,3.308642915,0.790844799,1.716378134,4.39309227,2.47494007,1
3.83368632,1.503317845,4.127183421,6.200560424,0.441665671,3.608280208,6
0.904255567,1.668981141,3.22460107,1.173833269,8.277746828,7.39145936,1
3.338970914,8.447550693,2.439072845,4.794776337,1.860974257,6.458728273,4
0.023419098,7.784944725,5.67073032,7.218991587,1.009733112,6.803149567,6
8.183940025,6.232040919,5.95198462,9.531140412,4.78101068,1.536748083,6
4.239734462,7.744364616,4.859347033,5.585351578,8.017921352,4.882437981,5
3.332607727,8.089008255,0.496284179,5.408077702,3.134057927,3.269398024,5
7.795600912,2.576019106,3.98713489,8.375604893,8.928125054,2.969680313,6
3.878408234,4.068015138,6.727833345,9.556822804,6.331591089,9.345925176,6
3.54143772,2.567291542,9.618433595,7.031567925,4.444207711,7.00894299,6
4.518025555,2.280254223,1.189395296,8.143730559,7.205266183,9.701149962,6
9.782777311,5.596513272,7.999782928,2.23037293,5.226913303,2.871935687,1
3.081886406,2.712610768,1.863229392,6.454093509,9.475384712,5.612065205,6
0.788741134,8.067766149,4.579265041,0.820100892,4.936286704,0.910735208,1
2.043658447,6.177259909,4.097519886,1.427291196,2.546062622,3.882966454,1
2.234454336,7.984237706,3.383188831,9.680532654,4.061718916,7.80367938,6
9.145990336,8.910244353,1.682053924,2.412634758,2.413972459,0.212550574,1
6.446870493,3.226056338,9.025059319,3.954735451,0.490904142,6.467402293,2
1.531460242,2.06980421,6.103408585,6.101720126,1.651619685,4.460949608,6
0.817034134,9.668834042,3.736590774,0.545989192,6.199904471,2.34675892,1
8.659527962,2.894105475,1.289088609,5.221371514,0.714398166,0.44479703,4
9.226315616,3.007290044,9.355197519,9.601889027,0.980024998,9.091978784,6
5.214183317,5.065964474,9.2698056,4.82022775,6.69521317,4.115969775,4
9.454682605,8.205295805,5.916058735,1.990092723,8.468965529,7.933471472,1
2.56818763,9.773728005,5.547157343,1.292709139,5.426674948,8.17488456,1
0.045243214,8.765958107,1.728233247,5.253232053,7.364885398,4.493635223,5
1.325463343,1.207212531,9.356262286,1.898421914,4.716827171,4.907406088,1
2.265509909,0.97297006,8.774412676,2.131793192,2.33265665,7.738368551,1
2.773673197,3.848878783,4.847227463,0.919348473,4.225577066,4.132930149,1
4.741554772,2.131104667,2.323488795,2.333445318,7.484056642,0.911743486,1
3.741897491,1.380643603,5.874953426,6.875081292,3.532516062,9.845745691,6
0.978889463,8.413278895,2.984677155,9.031253305,5.907109144,2.300301872,6
2.970646633,5.15258309,2.856106772,5.116252933,8.699477248,1.571946082,4
5.706424695,0.543275745,7.596088134,9.34370077,1.452323976,1.900169999,6
4.600225868,2.638611895,7.360410936,3.561724314,4.977752517,9.898867061,2
5.926792105,3.287429265,0.843181621,0.505556285,7.234359786,6.595926758,1
7.716597495,7.467286301,2.550462513,2.424885842,0.684484933,9.875953226,1
7.940859865,4.615610981,2.737505341,6.624618344,8.447956535,0.572081623,6
9.377672571,6.884173619,8.544048659,8.857916206,0.232228021,2.337346311,6
8.92269097,0.964468241,5.850335852,6.720149694,2.982226994,5.89856436,6
5.689434082,3.386358816,0.013285385,9.148141094,5.329333623,7.228977708,6
9.021343981,4.264962332,4.027587589,0.680727127,8.201692842,3.618126895,1
4.91066843,1.676136598,5.254348167,5.32969472,1.43116723,5.008171975,4
1.086297012,1.23404427,4.240926431,2.721881341,3.430262946,0.917616492,1
0.839193114,9.472734576,3.166641411,2.667759637,8.530374337,4.844179265,2
8.696629538,5.147988042,2.10060944,2.897791941,3.681844598,6.002166272,1
6.173310651,2.297877699,3.646857717,2.728576885,7.460448119,8.754874237,1
1.577135957,8.562185579,4.527598752,7.601607202,0.713554347,9.80539436,6
4.304297792,6.802062559,4.19928622,9.196007129,5.727993557,5.54487224,6
7.315385995,2.966965548,6.901544948,2.414551008,4.896601276,8.298840414,1
8.387970999,1.473194722,8.541086118,3.565489966,1.451672883,2.03876294,2
3.87280958,1.787697206,5.271431014,2.835620661,3.304550872,9.273193402,1
9.381322734,4.34165062,4.60476581,0.116316172,1.742475272,8.797822636,1
0.692888137,4.303772782,8.596950666,7.974756333,0.674078386,0.583609854,6
2.914791226,0.769229061,1.79373505,8.513434495,0.522381848,0.075685117,6
5.916707361,8.136149039,5.024163052,8.000743764,8.784444607,3.12767621,6
3.464780948,8.517387234,3.488721721,5.918471096,4.016849065,4.484809845,6
4.423716926,0.379312935,3.208293369,2.144400772,8.474933666,7.070385948,1
3.775372379,8.321930618,4.750795359,2.488002717,8.956855914,5.164246695,2
3.106975984,3.431860304,6.580737655,7.607125269,2.307461062,4.468939409,6
9.170160543,7.807958983,0.084639719,5.622564384,6.191517018,9.00359464,5
0.611187621,1.262831771,9.81706721,4.160621249,2.338995797,6.568815207,2
3.115133938,6.401649814,2.929323851,5.54115064,2.789351438,9.903793277,5
0.693388012,8.137312982,3.234046225,4.527025679,7.550738146,3.842797899,3
3.31392356,9.863058278,8.30620306,2.992559328,8.124374605,4.698191574,2
1.226543492,6.182459855,5.443230066,1.83869746,3.540091047,8.54912673,1
7.336730514,9.751755106,5.500332553,1.246112506,7.590731802,6.84457085,1
7.740620365,3.983190714,5.763727489,6.929294292,9.746910819,7.666226466,6
3.745426276,3.845814143,0.270401137,0.968333191,8.994627305,0.067559224,1
5.196839631,4.50724477,8.34180582,3.615018213,1.432998963,1.512266586,2
4.497594256,2.986470601,7.183881724,0.048181653,6.171499885,9.007061701,1
3.743896391,0.381189302,4.414265931,3.709598157,4.164315157,8.031191231,2
4.651352677,6.666312565,6.744456711,7.076448282,7.454649424,8.343963673,6
4.09953681,2.065372523,5.789198514,4.413939239,9.621246491,4.672287288,3
3.865559583,2.900772754,1.998109549,4.249015674,1.384873594,8.767012905,2
9.707821073,9.165475613,2.216883788,5.552407382,7.334851061,7.659083438,5
9.27191547,8.156834846,9.320186391,9.910407447,6.402149255,6.79747324,6
0.279948084,3.876563485,4.447958953,1.228582849,3.343710217,2.941680262,1
8.727242509,1.203904641,0.512744945,2.467011327,2.708403753,3.656306308,1
4.583382664,9.936166385,5.103951377,1.431076426,0.858471343,4.697590895,1
8.805099564,1.495479269,5.298267757,9.568373667,1.599393339,6.021705027,6
5.708079004,1.848746714,3.353290313,9.029206439,2.332685549,9.675012177,6
9.429937223,8.124693098,6.66862658,8.852510218,0.893122707,6.928111018,6
6.937185451,1.584170718,8.712378419,0.430199185,8.70894342,3.761025232,1
1.923778578,7.335445278,0.984274711,0.432011157,8.546201702,2.422550902,1
1.697161134,8.619018012,3.210143468,8.205206087,8.574058055,6.069991764,6
7.203135154,6.022765977,0.742109904,3.845772456,3.096838407,7.052622258,2
7.347678032,7.267064508,5.072891222,0.022813745,9.137568133,4.718387283,1
3.540338324,4.720696842,7.615042265,0.730745972,7.061360776,3.31878697,1
4.858476358,9.542218374,9.485616295,0.223812152,5.019703725,7.256817379,1
1.81775526,3.885305224,0.136544883,0.722403295,9.489906692,4.295784449,1
3.503546914,6.941668199,7.614634607,5.543232776,5.009884059,1.038395593,5
2.296802574,4.640886399,4.573245686,6.780917935,3.394577049,7.828694384,6
5.319351103,4.19039783,6.953438345,3.866713013,0.8890312,3.706888019,2
8.125519966,0.679105208,6.077877082,9.225066543,9.950850555,4.559808688,6
7.500957861,3.417831125,7.777222551,0.66074774,6.346907909,9.984349156,1
7.744532441,9.916549307,4.851670052,5.655725353,8.161276201,4.397920328,6
8.982380667,6.590831253,2.998130297,4.941435233,3.737244281,8.765900058,4
0.552260606,7.855110223,0.856660686,0.79295919,3.410730615,0.655257646,1
2.348380935,6.50156663,7.293019479,4.078356664,7.079016519,6.380451058,3
9.574258136,8.574520162,2.478938751,4.659954546,1.129326863,1.094078333,3
6.527575097,3.279602101,0.707312092,5.875372847,7.098653096,1.065329181,6
7.746606519,6.549040316,3.366055261,4.166668246,0.475862873,8.275156008,2
9.645013273,2.309553602,1.016976203,0.1890796,3.6592693,0.555457271,1
5.983285271,8.342274536,6.255656372,5.257029173,2.075591168,9.02727094,4
0.05602727,8.062147891,0.873031726,0.017451865,0.113599667,6.488380236,1
0.78514275,1.930355346,6.675499842,4.540580725,2.335417097,3.839596363,3
1.728255488,9.767365618,7.384375393,5.501166282,1.227469498,0.593345791,5
8.641507482,1.798690824,8.564826243,3.642443701,7.017256134,9.80716377,2
3.367501176,7.08542824,4.008994632,3.073695753,4.402574654,0.333920071,2
6.061877836,9.904836787,5.910020837,2.089268573,4.763877982,3.823550845,1
5.378553351,2.809971856,1.062549992,6.873017562,2.592282656,3.628011006,6
6.565830465,6.058734229,4.060617695,3.589891953,0.111252202,6.572341544,2
7.034493131,5.915251454,2.525314219,4.196994764,3.090237414,3.726586608,3
4.325131066,1.300603177,5.68580052,9.733760739,7.354434483,0.048015482,6
8.293305629,6.933315167,0.68818951,3.240426011,8.869340589,1.277185941,2
9.925124526,4.278043066,6.652693409,5.276473351,3.449265677,3.26409609,4
7.516244806,3.653009624,1.358916746,8.086845113,9.764816716,0.674707908,6
6.288120271,0.170052896,9.756571768,2.345491418,9.603998641,0.73320895,1
3.322543999,6.30937077,1.923577832,0.8389275,8.899419072,0.824565935,1
2.794149589,0.028056379,1.086729669,6.54539773,6.116570322,1.916899969,6
1.643755193,4.54486829,3.876288111,7.473614925,4.346508764,2.691330498,6
2.104289577,9.803115454,9.66060416,5.588365241,0.464272364,0.439998417,5
5.382667587,3.991187108,8.67876421,8.9937683,0.620613371,0.871297907,6
8.047862849,9.682802876,2.725646715,1.5773775,6.84982316,9.904458936,1
0.050354257,3.171675043,6.603232226,9.21091921,1.623453658,8.564447611,6
6.517184371,6.97690063,2.769157121,3.287628263,5.212391879,4.643904093,2
6.684889436,6.522979577,6.084865794,1.757829259,8.06308988,2.508087338,1
4.610211209,2.548681639,9.240956455,0.001770494,3.144382452,4.305702257,1
3.894976282,2.974909766,2.702834549,8.240567353,8.76246338,4.797935466,6
4.949568465,4.012588192,0.079720293,6.136997846,6.029346073,9.094181223,6
3.924798378,1.963285009,2.128398419,9.23299835,9.559058381,8.647473424,6
4.163844517,1.565703236,9.318917403,6.310553383,8.616742024,4.645612324,6
9.638365595,0.662479368,8.971104909,8.132139073,4.940634702,7.387845496,6
7.09364037,1.169905042,7.122656869,7.372214254,3.504727344,9.819761606,6
5.258808321,1.706079093,2.310952679,1.198759554,5.715640868,6.776433642,1
5.092582373,6.897045719,3.445129185,2.791387933,2.219011028,0.103380945,1
0.268099841,1.418500547,6.592499744,7.888633369,2.811112505,8.389781301,6
2.305187172,4.369953252,7.776465035,2.268669631,5.895095553,7.409186998,1
4.030812256,4.082596473,1.00342554,4.972691994,2.212804517,9.462529011,4
6.898749598,9.584344535,1.466087971,9.998455534,3.191244715,5.368988864,6
0.246685697,8.033716378,2.683669377,7.723664086,9.808598179,2.680967269,6
0.293844136,3.104706587,2.362821001,4.135671803,4.86350794,7.715145471,2
0.640804203,1.49229606,5.37284941,7.525010024,9.291227339,1.420220754,6
4.582901048,0.54143937,9.901207902,0.900460823,6.385282531,3.31184678,1
3.150588196,0.963365471,0.833827654,7.927389729,0.133781799,8.689909503,6
1.142586508,5.560720517,8.92699352,4.202818671,8.696445262,2.973888881,3
2.347598042,6.251725366,8.395897371,4.660945397,9.43505253,4.675331128,4
3.05833865,7.442195157,0.877957684,4.161291317,3.627791856,1.214685682,3
7.562536808,0.202644032,1.019500749,4.504901952,3.639238103,9.463815779,3
9.74706556,0.732260981,9.208483534,3.635376499,8.318265229,8.091569641,2
9.548446962,6.750401969,8.172463324,9.350599618,5.545309504,1.124112272,6
6.178603653,2.791448636,4.173677571,2.686800657,1.934215879,1.371603077,1
6.403555202,2.326670144,0.132010353,5.557306981,9.98191492,9.258682931,5
5.840400812,0.270769235,7.793240977,0.67057359,8.274172831,2.907495474,1
0.916797419,4.69578932,7.744647792,7.341114371,9.82523213,9.873981021,6
1.355032811,9.260454606,5.195715452,0.356073896,0.879540886,0.032182648,1
7.537255869,7.220124653,7.429424927,9.942532545,7.622635969,1.630058553,6
5.637720701,7.638870985,5.512454355,8.40014105,4.572374502,1.342028915,6
7.568698853,1.213773861,9.941089016,4.850989425,1.213837185,3.103884655,3
3.969865645,1.989920576,6.836865671,9.122067434,5.213062362,9.413261426,6
6.198851707,4.122621799,7.588445692,3.114020145,6.004059755,4.636317902,2
2.105378637,0.918795545,9.222591627,7.048342201,5.567079815,9.705227767,6
8.218928953,6.368120642,8.94395531,6.387013553,5.862709373,0.413343102,6
9.154061512,6.944125562,7.788000446,3.844556782,5.504901865,3.568346685,2
2.765018936,0.473922931,0.797891105,1.373070795,6.691638548,5.960204913,1
1.368880754,4.470184605,0.740820311,5.69464795,9.369486972,6.550635667,6
3.786171942,5.037974583,8.195079295,1.421202621,3.726338945,6.802474642,1
2.733189144,2.634323031,7.114604698,1.994767447,5.546519014,3.594611957,1
6.503941668,7.979593706,6.664419512,9.969102374,2.5737867,5.920498409,6
0.228578846,9.628034341,2.73204471,9.910450371,8.412211086,0.346591281,6
5.787739855,7.028754187,5.72540257,6.544768091,4.600192222,7.974056726,6
6.73030289,7.01094818,5.866646366,4.518441849,1.202324895,1.247994327,3
2.025307986,3.812261246,9.898682843,2.284494327,0.497937628,6.858703124,1
0.792393799,7.131660623,2.290245366,6.236344377,2.321044071,0.689988984,6
4.479180353,1.477669007,9.548006217,0.697800793,0.650218819,7.651048612,1
1.003786641,1.34906421,9.043926016,1.829604214,3.283574843,1.707575801,1
8.50118891,7.874426071,9.281519728,6.190055982,6.019824858,7.520487788,6
9.841225842,0.345999721,3.773887017,5.115338597,1.543278901,6.677409526,4
4.920185302,8.479907702,7.734915287,8.493711589,9.335415354,2.179618279,6
0.784050777,1.172522804,8.64816036,9.716563474,9.269657315,1.394380888,6
1.762405606,4.135096516,6.810776554,3.542349719,8.93474307,1.728413443,2
1.929096132,9.097624027,1.361913547,2.458798392,5.151579583,8.419745224,1
6.027381203,8.468014518,5.22969463,2.964951484,1.4075156,7.897802456,1
1.860559186,0.946837249,7.002924473,1.769559161,9.146354661,8.001610625,1
0.424988582,6.229548285,9.150568929,3.439580277,5.218858749,2.432334898,2
0.732641683,5.838279302,1.120361029,2.014898653,6.461785608,4.876227157,1
4.373647635,5.045489723,3.348438632,1.711850526,2.587673294,7.237598465,1
6.254498794,0.58110352,7.553597706,6.053181573,5.218834273,3.136099532,6
9.827244726,0.470399534,5.559997792,7.375941811,5.344835279,9.763801443,6
7.311433011,2.146809122,8.999326637,7.134861627,6.575333293,5.628734152,6
4.898849302,4.857460703,7.845576082,5.016546732,3.403073359,2.163959147,4
9.764846587,1.642496661,0.572012991,3.906888593,9.61404,2.512327511,2
7.767050359,5.065977808,0.682405767,9.527544278,8.8931732,5.184350914,6
3.687650424,1.119650665,0.894659568,6.855743753,0.106892499,9.39993136,6
9.640436826,8.538785223,7.505841515,4.815155343,9.580613023,0.364500332,4
5.608630018,5.034171481,5.795011868,4.127428554,8.639471497,3.76773793,3
5.466319661,0.981858133,8.501715803,4.828495649,9.038629137,7.599796566,4
5.165134299,4.326520824,7.090640613,6.873844683,5.822578582,4.29388712,6
0.038875468,1.717626821,2.12721662,0.63787341,8.016705366,9.937085354,1
5.59404291,6.921217097,2.224623205,0.385574753,5.570391877,0.320412109,1
0.008801058,2.888885745,3.350110921,5.669039781,9.321407235,1.674927141,5
2.605931383,6.039557797,0.612709757,3.819699027,4.423931599,3.92602832,2
9.925449408,2.566586151,7.558099431,3.180969752,8.428208213,5.122158193,2
3.427726346,4.361135952,4.761798171,9.918092952,4.235693132,2.807562343,6
3.390009125,5.057627198,7.178683349,5.296016696,1.572497072,4.58459219,4
1.334996442,2.888778988,0.354395238,8.07196446,9.375182695,7.444766062,6
8.730933747,3.245890924,2.099115066,9.354530771,1.449356674,6.386544469,6
4.552643863,5.103611215,6.094991777,0.054916109,2.574390722,8.944109619,1
2.686713068,6.963580793,2.022574019,4.672591911,5.979402193,1.292933147,3
4.397521932,0.017100275,9.948913257,0.051166066,6.465126227,0.193340779,1
2.350910879,3.900056917,4.796498799,4.461570046,8.350596901,9.453065703,3
5.023642841,6.082890071,4.532013087,5.176149293,9.815298626,9.285272884,5
3.984057649,5.403232583,0.421928929,2.489381428,5.294894876,7.931736476,1
6.680446304,8.126711726,8.001987415,2.737791693,5.357512321,5.842791246,1
2.882605907,9.254066158,6.613133666,1.183670586,6.649338772,8.115073539,1
2.953463284,0.82131177,3.388257068,7.838837211,1.367555635,0.694322965,6
4.625644496,7.884506593,0.507328132,6.604887948,2.237761071,1.945146931,6
1.557559655,0.087625694,0.263809557,5.604951619,0.784221686,2.646388638,5
5.846694784,8.957059957,2.964894656,2.132554461,6.90383272,6.174183897,1
5.681658936,9.695589032,4.029512262,2.903426574,4.424869544,5.094052592,2
3.592979985,5.947827326,4.187371173,9.066791844,6.814333181,1.329982951,6
1.387237508,0.818385844,5.994431935,5.765902351,6.726621186,3.610936126,6
4.013778302,3.275108574,1.681028302,2.511323542,6.004736687,4.668617773,1
5.277410742,8.028941202,3.62079922,4.612519611,2.049726663,4.520950761,3
1.894614936,2.929138452,9.109367841,9.000409541,9.427298465,0.00544353,6
4.218747911,0.82666613,0.677008441,2.697512648,9.109816809,0.081044712,1
5.109210751,2.332674106,9.694475207,9.229591142,4.669540396,9.713631489,6
5.901340879,7.493532774,5.494717532,0.560251554,2.175958753,9.035447241,1
7.962918117,8.784415422,6.289489794,2.601495714,9.806917899,1.540802126,2
4.854920152,1.848269465,0.17004202,4.91254487,1.237205793,3.43296712,3
8.663151094,3.179020857,3.1840795,0.404336158,5.378846868,2.637701702,1
9.396003869,3.6993419,2.956498799,2.681197202,5.818317494,1.643065182,1
0.400171619,9.376093313,2.967067862,5.53998196,1.86244301,4.997459512,5
5.449844224,6.662749402,6.556741657,0.992329496,6.460249834,1.325187842,1
7.351261415,9.743536268,3.45950156,3.766816355,5.401387458,0.613518621,2
5.291581499,9.952002955,9.276877048,6.188304483,5.445307174,2.978560055,6
8.8174699,8.591617589,7.323066108,5.229536615,0.88386552,1.724923266,4
0.812853813,1.112237751,3.90061766,9.312284171,2.722246973,0.946808446,6
2.029431826,9.058362005,7.230441087,5.625268047,3.415498099,3.980646606,5
2.609136097,3.114085166,3.865802604,1.114855336,7.619851047,2.962349209,1
9.465141501,4.278324332,2.766188559,5.840609583,5.040193004,5.415801698,6
9.728625015,6.764389481,0.707278042,2.299007234,8.903562089,7.309195554,1
6.646632287,3.358698164,1.971458242,2.709912248,8.185033709,6.199926935,1
1.48344863,2.747288423,6.632062174,8.442469582,1.914571176,6.960469614,6
6.384802701,5.702810834,6.451257759,3.239118972,9.639103071,9.238068787,2
6.454002906,9.205760405,0.524470046,8.992962077,5.89987834,6.722931576,6
7.088164218,1.491699593,2.070762577,0.01035998,6.987034532,8.388988683,1
6.634835682,1.027981036,5.11530707,8.057000426,9.187249876,7.457785196,6
5.697121902,7.51537314,9.944239878,7.103028127,1.853871544,8.228778798,6
3.940995658,0.350877728,4.913423437,0.269951917,3.379049885,1.577210707,1
